imageUUID,upc,x,y,width,height,shelfLevel,productName,brandName 
39754beb-e775-424c-8149-ae6cd4067205,490030505000,2503,2445,256,506,Bottom,UP AND UP ALL PURPOSE CLEANER PLUS BLEACH 1 COUNT 1 PACK SPRAY BOTTLE 32 OZ 1.99,Up & Up
39754beb-e775-424c-8149-ae6cd4067205,490030505000,2553,1821,296,542,Middle,UP AND UP ALL PURPOSE CLEANER PLUS BLEACH 1 COUNT 1 PACK SPRAY BOTTLE 32 OZ 1.99,Up & Up
39754beb-e775-424c-8149-ae6cd4067205,490030505000,2831,1723,188,487,Middle,UP AND UP ALL PURPOSE CLEANER PLUS BLEACH 1 COUNT 1 PACK SPRAY BOTTLE 32 OZ 1.99,Up & Up
39754beb-e775-424c-8149-ae6cd4067205,999999980907,1190,1056,314,596,Middle,WINDEX STEAK FREE SHINE ORIGINAL WIPES28 COUNT 1 COUNTPOUCH3.99,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980907,541,1155,351,510,Middle,WINDEX STEAK FREE SHINE ORIGINAL WIPES28 COUNT 1 COUNTPOUCH3.99,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980907,893,1066,302,596,Middle,WINDEX STEAK FREE SHINE ORIGINAL WIPES28 COUNT 1 COUNTPOUCH3.99,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1707,2449,254,577,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1710,3246,255,598,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1728,1830,263,545,Middle,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1947,3175,243,571,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1958,2449,270,582,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,1996,1833,269,531,Middle,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,2182,3156,243,595,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,2240,2443,281,582,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,2256,1827,253,486,Middle,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980996,2415,3168,240,570,Bottom,WINDEX UNBEATABLE STREAK FREE SHINE ORIGINAL 1 COUNT 1 PACK SPRAY BOTTLE 32 FL OZ 3.29,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980998,2205,0,312,785,Top,WINDEX MULTI-SURFACE DISINFECTANT CLEANER CITRUS FRESH SCENT 13% MORE 1 COUNT 1 PACK SPRAY BOTTLE 32FL OZ,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980998,2483,15,271,764,Top,WINDEX MULTI-SURFACE DISINFECTANT CLEANER CITRUS FRESH SCENT 13% MORE 1 COUNT 1 PACK SPRAY BOTTLE 32FL OZ,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999980998,2739,19,269,757,Top,WINDEX MULTI-SURFACE DISINFECTANT CLEANER CITRUS FRESH SCENT 13% MORE 1 COUNT 1 PACK SPRAY BOTTLE 32FL OZ,Windex 
39754beb-e775-424c-8149-ae6cd4067205,999999994194,2779,2478,244,551,Bottom,UP AND UP ALL PURPOSE CLEANER LEMON SCENT 1 COUNT 1 PACK SPRAY BOTTLE,Up & Up
